Ticker,名稱,差額(張數),差額(金額),賣出均價,成交量,賣出占比
'2890,永豐金,-738,"-9,113",12.35,31597,2.34
'3006,晶豪科,-986,"-89,730",91.0,27209,3.62
'6589,台康生技,-281,"-21,915",77.99,9048,3.11
