交易日期,代號,名稱,買均,買量,賣均,賣量,累計買均,累計買量,損益,進場手續費,出場手續費,交易稅,淨損益,餘量,餘累買量,餘買均
2022-06-01,'2405,浩鑫,13.6,102.0,,,13.6,102.0,,,,,,0.0,0.0,0.0
2022-06-02,'2405,浩鑫,,,13.55,-100.0,13.6,2.0,-4999.0,581.0,579.0,4065.0,-10224.0,,0.0,
