交易日期,代號,名稱,買均,買量,賣均,賣量,累計買均,累計買量,損益,進場手續費,出場手續費,交易稅,淨損益,餘量,餘累買量,餘買均
2022-06-20,'00669R,國泰美國道瓊反1,,,8.95,-116.0,-0.0,-116.0,,,,,,,-116.0,-0.0
