Ticker,名稱,差額(張數),差額(金額),賣出均價,成交量,賣出占比
'1314,中石化,-216,"-2,160",10.0,14431,1.5
'2353,宏��,-486,"-12,782",26.3,15471,3.14
'2368,金像電,-218,"-18,461",84.68,17888,1.22
'2603,長榮,-344,"-36,532",106.2,177291,0.19
'3035,智原,-347,"-68,401",197.12,27788,1.25
'3141,晶宏,-142,"-20,633",145.3,4885,2.91
'3231,緯創,-113,"-3,214",28.44,6504,1.74
'6235,華孚,-249,"-11,419",45.86,68069,0.37
'8097,常珵,-100,"-7,456",74.56,1933,5.17
