Ticker,名稱,差額(張數),差額(金額),賣出均價,成交量,賣出占比
'00632R,元大台灣50反1,-326,"-1,824",5.6,129391,0.25
'00701,國泰股利精選30,-346,"-8,656",25.02,1476,23.44
'2002,中鋼,"-3,819","-143,858",37.67,135691,2.81
'2610,華航,-553,"-9,955",18.0,131152,0.42
