Ticker,名稱,差額(張數),差額(金額),賣出均價,成交量,賣出占比
'2834,臺企銀,-742,"-8,251",11.12,57626,1.29
'2867,三商壽,-200,"-1,766",8.83,9320,2.15
'2888,新光金,"-1,999","-22,288",11.15,98182,2.04
