Ticker,名稱,差額(張數),差額(金額),賣出均價,成交量,賣出占比
'2845,遠東銀,-219,"-2,344",10.7,4374,5.01
'3006,晶豪科,-320,"-32,036",100.11,54929,0.58
'5243,乙盛-KY,"-1,135","-94,006",82.82,33627,3.38
