Ticker,名稱,差額(張數),差額(金額),賣出均價,成交量,賣出占比
'00632R,元大台灣50反1,-235,"-1,378",5.86,260338,0.09
'00671R,富邦NASDAQ反1,-300,"-1,635",5.45,18531,1.62
'1909,榮成,"-4,904","-136,935",27.92,23977,20.45
'6104,創惟,-676,"-72,578",107.36,34746,1.95
