交易日期,代號,名稱,買均,買量,賣均,賣量,累計買均,累計買量,損益,進場手續費,出場手續費,交易稅,淨損益,餘量,餘累買量,餘買均
2022-06-08,'4721,美琪瑪,151.93,1014.0,,,151.93,1014.0,,,,,,0.0,0.0,0.0
2022-06-09,'4721,美琪瑪,,,153.67,-683.0,151.93,331.0,1188419.0,44361.0,44869.0,314870.0,784319.0,0.0,0.0,
2022-06-10,'4721,美琪瑪,,,153.86,-333.0,151.93,-2.0,0.0,0.0,0.0,0.0,0.0,,0.0,
