Ticker,名稱,差額(張數),差額(金額),賣出均價,成交量,賣出占比
'00632R,元大台灣50反1,"-1,663","-9,706",5.84,253516,0.66
'00642U,期元大S＆P石油,-400,"-4,556",11.39,29001,1.38
'1802,台玻,-247,"-7,759",31.41,86648,0.29
'2002,中鋼,-389,"-14,214",36.54,396917,0.1
'2014,中鴻,-315,"-15,009",47.65,174718,0.18
'2344,華邦電,-279,"-9,407",33.72,199214,0.14
'2885,元大金,-623,"-15,833",25.41,24647,2.53
