Ticker,名稱,差額(張數),差額(金額),買入均價,成交量,買入占比
'1101,,,,,5155,
'1102,,,,,3832,
'1103,,,,,416,
'1104,,,,,447,
'1108,,,,,189,
'1109,,,,,234,
'1110,,,,,185,
'1201,,,,,696,
'1203,,,,,13,
'1210,,,,,898,
'1213,,,,,7,
'1215,,,,,547,
'1216,,,,,3654,
'1217,,,,,2101,
'1218,,,,,229,
'1219,,,,,230,
'1220,,,,,309,
'1225,,,,,60,
'1227,,,,,941,
'1229,,,,,1837,
'1231,,,,,158,
'1232,,,,,61,
'1233,,,,,2,
'1234,,,,,235,
'1235,,,,,64,
'1236,,,,,120,
'1240,,,,,11,
'1256,,,,,12,
'1258,,,,,9,
'1259,,,,,6,
'1264,,,,,2,
'1268,,,,,18,
'1301,,,,,6190,
'1303,,,,,6265,
'1304,,,,,10496,
'1305,,,,,5242,
'1307,,,,,60,
'1308,,,,,11612,
'1309,,,,,738,
'1310,,,,,478,
'1312,,,,,8557,
'1313,,,,,3756,
'1314,,,,,20701,
'1315,,,,,16,
'1316,,,,,107718,
'1319,,,,,823,
'1321,,,,,107,
'1323,,,,,39,
'1324,,,,,11,
'1325,,,,,3086,
'1326,,,,,3554,
'1336,,,,,36,
'1337,,,,,115,
'1338,,,,,85,
'1339,,,,,56,
'1340,,,,,118,
'1341,,,,,5,
'1342,,,,,112,
'1402,,,,,4141,
'1409,,,,,3112,
'1410,,,,,12,
'1413,,,,,48,
'1414,,,,,409,
'1416,,,,,88,
'1417,,,,,240,
'1418,,,,,10,
'1419,,,,,68,
'1423,,,,,41,
'1432,,,,,61,
'1434,,,,,1569,
'1435,,,,,50,
'1436,,,,,193,
'1437,,,,,898,
'1438,,,,,79,
'1439,,,,,95,
'1440,,,,,11092,
'1441,,,,,56,
'1442,,,,,201,
'1443,,,,,22,
'1444,,,,,4082,
'1445,,,,,133,
'1446,,,,,164,
'1447,,,,,1990,
'1449,,,,,130,
'1451,,,,,59,
'1452,,,,,311,
'1453,,,,,68,
'1454,,,,,439,
'1455,,,,,1002,
'1456,,,,,250,
'1457,,,,,296,
'1459,,,,,455,
'1460,,,,,2524,
'1463,,,,,13,
'1464,,,,,857,
'1465,,,,,10,
'1466,,,,,156,
'1467,,,,,325,
'1468,,,,,76,
'1470,,,,,1,
'1471,,,,,566,
'1472,,,,,0,
'1473,,,,,15,
'1474,,,,,380,
'1475,,,,,68,
'1476,,,,,676,
'1477,,,,,858,
'1503,,,,,125,
'1504,,,,,1603,
'1506,,,,,2456,
'1512,,,,,102,
'1513,,,,,784,
'1514,,,,,519,
'1515,,,,,575,
'1516,,,,,16,
'1517,,,,,1300,
'1519,,,,,1852,
'1521,,,,,17,
'1522,,,,,135,
'1524,,,,,203,
'1525,,,,,10,
'1526,,,,,889,
'1527,,,,,252,
'1528,,,,,275,
'1529,,,,,1727,
'1530,,,,,7,
'1531,,,,,109,
'1532,,,,,485,
'1533,,,,,1503,
'1535,,,,,61,
'1536,,,,,594,
'1537,,,,,86,
'1538,,,,,2,
'1539,,,,,33,
'1540,,,,,36,
'1541,,,,,0,
'1558,,,,,52,
'1560,,,,,3868,
'1565,,,,,222,
'1568,,,,,113,
'1569,,,,,72,
'1570,,,,,182,
'1580,,,,,44,
'1582,,,,,166,
'1583,,,,,10,
'1584,,,,,60,
'1586,,,,,499,
'1587,,,,,72,
'1589,,,,,155,
'1590,,,,,376,
'1591,,,,,16,
