交易日期,代號,名稱,買均,買量,賣均,賣量,累計買均,累計買量,損益,進場手續費,出場手續費,交易稅,淨損益,餘量,餘累買量,餘買均
2022-05-27,'8069,元太,207.79,385.0,,,207.79,385.0,,,,,,0.0,0.0,0.0
2022-05-30,'8069,元太,,,213.66,-399.0,207.79,-14.0,2259950.0,34200.0,35166.0,246777.0,1943807.0,,0.0,
