Ticker,名稱,差額(張數),差額(金額),賣出均價,成交量,賣出占比
'00701,國泰股利精選30,-221,"-5,521",24.98,1211,18.25
'2481,強茂,-648,"-74,558",115.06,29679,2.18
'3016,嘉晶,-997,"-92,778",93.06,5956,16.74
'3037,欣興,-326,"-48,893",149.98,40793,0.8
