Ticker,名稱,差額(張數),差額(金額),賣出均價,成交量,賣出占比
'00632R,元大台灣50反1,-259,"-1,531",5.91,166469,0.16
'1802,台玻,-240,"-7,372",30.72,75708,0.32
'2023,燁輝,"-2,763","-63,700",23.05,177735,1.55
'3481,群創,"-1,896","-50,315",26.54,472697,0.4
