交易日期,代號,名稱,買均,買量,賣均,賣量,累計買均,累計買量,損益,進場手續費,出場手續費,交易稅,淨損益,餘量,餘累買量,餘買均
2022-06-16,'2385,群光,76.91,232.0,,,76.91,232.0,,,,,,0.0,0.0,0.0
2022-06-20,'2385,群光,,,73.89,-199.0,76.91,33.0,-600979.0,6543.0,6286.0,44112.0,-657920.0,,0.0,
