Ticker,名稱,差額(張數),差額(金額),賣出均價,成交量,賣出占比
'3362,先進光,-248,"-30,939",124.75,10856,2.28
'3481,群創,"-8,067","-215,418",26.7,694775,1.16
'6116,彩晶,-219,"-4,944",22.58,262953,0.08
'6156,松上,-203,"-4,516",22.25,5485,3.7
