交易日期,代號,名稱,買均,買量,賣均,賣量,累計買均,累計買量,損益,進場手續費,出場手續費,交易稅,淨損益,餘量,餘累買量,餘買均
2022-06-08,'6217,中探針,68.9,122.0,,,68.9,122.0,,,,,,0.0,0.0,0.0
2022-06-13,'6217,中探針,,,67.01,-102.0,68.9,20.0,-192780.0,3004.0,2922.0,20505.0,-219211.0,,0.0,
