Ticker,名稱,差額(張數),差額(金額),賣出均價,成交量,賣出占比
'1905,華紙,"-2,300","-57,811",25.14,8365,27.5
'2313,華通,"-3,832","-156,224",40.77,14963,25.61
'2892,第一金,-234,"-5,391",23.04,33795,0.69
'3707,漢磊,"-2,000","-211,232",105.62,41177,4.86
'6509,聚和,-827,"-51,140",61.84,66877,1.24
