Ticker,名稱,差額(張數),差額(金額),賣出均價,成交量,賣出占比
'2618,長榮航,-128,"-4,058",31.7,141495,0.09
'4503,金雨,-172,"-6,080",35.35,6375,2.7
'8069,元太,-199,"-38,150",191.71,66319,0.3
