Ticker,名稱,差額(張數),差額(金額),賣出均價,成交量,賣出占比
'2002,中鋼,"-1,037","-37,630",36.29,102941,1.01
'2023,燁輝,"-8,459","-211,409",24.99,100569,8.41
'2606,裕民,"-1,038","-82,685",79.66,177557,0.58
