Ticker,名稱,差額(張數),差額(金額),賣出均價,成交量,賣出占比
'2603,長榮,-265,"-27,425",103.49,130321,0.2
'4532,瑞智,-196,"-3,190",16.28,404,48.51
'5388,中磊,-103,"-10,967",106.48,26268,0.39
