Ticker,名稱,差額(張數),差額(金額),賣出均價,成交量,賣出占比
'2023,燁輝,"-11,977","-424,022",35.4,345155,3.47
'2344,華邦電,-618,"-20,996",33.97,58378,1.06
'3141,晶宏,-250,"-36,241",144.96,23945,1.04
'9105,泰金寶-DR,-279,"-1,336",4.79,29128,0.96
