Ticker,名稱,差額(張數),差額(金額),買入均價,成交量,買入占比
'1101,,,,,8818,
'1102,,,,,3064,
'1103,,,,,227,
'1104,,,,,222,
'1108,,,,,125,
'1109,,,,,162,
'1110,,,,,272,
'1201,,,,,374,
'1203,,,,,35,
'1210,,,,,1832,
'1213,,,,,0,
'1215,,,,,367,
'1216,,,,,4500,
'1217,,,,,1114,
'1218,,,,,880,
'1219,,,,,461,
'1220,,,,,534,
'1225,,,,,222,
'1227,,,,,671,
'1229,,,,,3092,
'1231,,,,,356,
'1232,,,,,60,
'1233,,,,,17,
'1234,,,,,281,
'1235,,,,,15,
'1236,,,,,290,
'1240,,,,,30,
'1256,,,,,21,
'1258,,,,,138,
'1259,,,,,21,
'1264,,,,,4,
'1268,,,,,18,
'1301,,,,,11597,
'1303,,,,,8966,
'1304,,,,,3366,
'1305,,,,,6032,
'1307,,,,,98,
'1308,,,,,4005,
'1309,,,,,627,
'1310,,,,,907,
'1312,,,,,6692,
'1313,,,,,1424,
'1314,,,,,11679,
'1315,,,,,52,
'1316,,,,,9064,
'1319,,,,,291,
'1321,,,,,134,
'1323,,,,,173,
'1324,,,,,89,
'1325,,,,,1051,
'1326,,,,,2111,
'1336,,,,,81,
'1337,,,,,133,
'1338,,,,,1105,
'1339,,,,,11,
'1340,,,,,91,
'1341,,,,,3,
'1342,,,,,102,
'1402,,,,,5519,
'1409,,,,,1836,
'1410,,,,,22,
'1413,,,,,32,
'1414,,,,,509,
'1416,,,,,133,
'1417,,,,,221,
'1418,,,,,6,
'1419,,,,,37,
'1423,,,,,98,
'1432,,,,,24,
'1434,,,,,960,
'1435,,,,,66,
'1436,,,,,46,
'1437,,,,,117,
'1438,,,,,114,
'1439,,,,,18,
'1440,,,,,4087,
'1441,,,,,23,
'1442,,,,,273,
'1443,,,,,20,
'1444,,,,,926,
'1445,,,,,365,
'1446,,,,,44,
'1447,,,,,970,
'1449,,,,,15,
'1451,,,,,98,
'1452,,,,,190,
'1453,,,,,71,
'1454,,,,,183,
'1455,,,,,1014,
'1456,,,,,44,
'1457,,,,,331,
'1459,,,,,395,
'1460,,,,,853,
'1463,,,,,50,
'1464,,,,,554,
'1465,,,,,218,
'1466,,,,,65,
'1467,,,,,1292,
'1468,,,,,58,
'1470,,,,,11,
'1471,,,,,199,
'1472,,,,,3,
'1473,,,,,157,
'1474,,,,,355,
'1475,,,,,96,
'1476,,,,,635,
'1477,,,,,517,
'1503,,,,,114,
'1504,,,,,901,
'1506,,,,,896,
'1512,,,,,78,
'1513,,,,,941,
'1514,,,,,173,
'1515,,,,,1523,
'1516,,,,,375,
'1517,,,,,538,
'1519,,,,,679,
'1521,,,,,36,
'1522,,,,,141,
'1524,,,,,152,
'1525,,,,,9,
'1526,,,,,178,
'1527,,,,,127,
'1528,,,,,442,
'1529,,,,,3720,
'1530,,,,,4,
'1531,,,,,186,
'1532,,,,,1385,
'1533,,,,,1758,
'1535,,,,,25,
'1536,,,,,262,
'1537,,,,,94,
