Ticker,名稱,差額(張數),差額(金額),賣出均價,成交量,賣出占比
'00632R,元大台灣50反1,-526,"-2,824",5.37,168839,0.31
'2303,聯電,-224,"-14,293",63.81,229917,0.1
'2610,華航,-208,"-4,501",21.64,429905,0.05
