Ticker,名稱,差額(張數),差額(金額),賣出均價,成交量,賣出占比
'2027,大成鋼,-200,"-7,024",35.12,4550,4.4
'2330,台積電,-104,"-52,494",504.75,34370,0.3
'2618,長榮航,-108,"-3,696",34.22,75734,0.14
'3037,欣興,-334,"-54,160",162.16,85102,0.39
'3508,位速,-133,"-6,073",45.66,41040,0.32
'3545,敦泰,-216,"-16,657",77.12,14359,1.5
