Ticker,名稱,差額(張數),差額(金額),賣出均價,成交量,賣出占比
'2609,陽明,"-14,446","-512,855",35.5,259149,5.57
'2617,台航,-331,"-8,409",25.4,27423,1.21
'3444,利機,-784,"-32,283",41.18,5764,13.6
'3481,群創,-305,"-5,566",18.25,728303,0.04
