Ticker,名稱,差額(張數),差額(金額),賣出均價,成交量,賣出占比
'00632R,元大台灣50反1,-343,"-1,740",5.07,115478,0.3
'3583,辛耘,-327,"-36,390",111.28,32190,1.02
'8069,元太,-254,"-37,108",146.09,26797,0.95
