Ticker,名稱,差額(張數),差額(金額),賣出均價,成交量,賣出占比
'0056,元大高股息,-126,"-3,587",28.47,19122,0.66
'5388,中磊,-500,"-44,455",88.91,8126,6.15
'6118,建達,-107,"-4,637",43.34,60286,0.18
