Ticker,名稱,差額(張數),差額(金額),買入均價,成交量,買入占比
'1101,,,,,8703,
'1102,,,,,7165,
'1103,,,,,554,
'1104,,,,,495,
'1108,,,,,624,
'1109,,,,,396,
'1110,,,,,124,
'1201,,,,,661,
'1203,,,,,8,
'1210,,,,,2028,
'1213,,,,,1,
'1215,,,,,501,
'1216,,,,,6334,
'1217,,,,,1278,
'1218,,,,,592,
'1219,,,,,8537,
'1220,,,,,340,
'1225,,,,,172,
'1227,,,,,586,
'1229,,,,,1143,
'1231,,,,,338,
'1232,,,,,61,
'1233,,,,,10,
'1234,,,,,84,
'1235,,,,,14,
'1236,,,,,66,
'1240,,,,,30,
'1256,,,,,20,
'1258,,,,,9,
'1259,,,,,4,
'1264,,,,,13,
'1268,,,,,27,
'1301,,,,,3679,
'1303,,,,,3474,
'1304,,,,,3444,
'1305,,,,,3177,
'1307,,,,,108,
'1308,,,,,5825,
'1309,,,,,2682,
'1310,,,,,4495,
'1312,,,,,5878,
'1313,,,,,6325,
'1314,,,,,17731,
'1315,,,,,38,
'1316,,,,,964,
'1319,,,,,420,
'1321,,,,,407,
'1323,,,,,53,
'1324,,,,,89,
'1325,,,,,708,
'1326,,,,,2705,
'1336,,,,,34,
'1337,,,,,423,
'1338,,,,,175,
'1339,,,,,34,
'1340,,,,,82,
'1341,,,,,6,
'1342,,,,,37,
'1402,,,,,3351,
'1409,,,,,4228,
'1410,,,,,3,
'1413,,,,,90,
'1414,,,,,415,
'1416,,,,,173,
'1417,,,,,206,
'1418,,,,,6,
'1419,,,,,13,
'1423,,,,,90,
'1432,,,,,98,
'1434,,,,,811,
'1435,,,,,28,
'1436,,,,,91,
'1437,,,,,63,
'1438,,,,,15,
'1439,,,,,61,
'1440,,,,,3988,
'1441,,,,,120,
'1442,,,,,1627,
'1443,,,,,71,
'1444,,,,,5143,
'1445,,,,,51,
'1446,,,,,98,
'1447,,,,,2440,
'1449,,,,,153,
'1451,,,,,244,
'1452,,,,,371,
'1453,,,,,43,
'1454,,,,,36,
'1455,,,,,6058,
'1456,,,,,486,
'1457,,,,,360,
'1459,,,,,471,
'1460,,,,,610,
'1463,,,,,52,
'1464,,,,,255,
'1465,,,,,15,
'1466,,,,,274,
'1467,,,,,2669,
'1468,,,,,50,
'1470,,,,,49,
'1471,,,,,566,
'1472,,,,,68,
'1473,,,,,35,
'1474,,,,,1091,
'1475,,,,,17,
'1476,,,,,795,
'1477,,,,,1093,
'1503,,,,,40,
'1504,,,,,1553,
'1506,,,,,243,
'1512,,,,,133,
'1513,,,,,1406,
'1514,,,,,420,
'1515,,,,,925,
'1516,,,,,36,
'1517,,,,,2041,
'1519,,,,,821,
'1521,,,,,23,
'1522,,,,,178,
'1524,,,,,167,
'1525,,,,,50,
'1526,,,,,418,
'1527,,,,,317,
'1528,,,,,584,
'1529,,,,,3148,
'1530,,,,,17,
'1531,,,,,119,
'1532,,,,,514,
'1533,,,,,199,
