Ticker,名稱,差額(張數),差額(金額),賣出均價,成交量,賣出占比
'1216,統一,-201,"-14,546",72.37,5226,3.85
'2344,華邦電,"-20,805","-729,448",35.06,544978,3.82
'2609,陽明,"-1,120","-51,605",46.08,48961,2.29
'2883,開發金,"-2,585","-28,682",11.1,236965,1.09
