Ticker,名稱,差額(張數),差額(金額),買入均價,成交量,買入占比
'1101,,,,,8187,
'1102,,,,,3101,
'1103,,,,,820,
'1104,,,,,264,
'1108,,,,,110,
'1109,,,,,161,
'1110,,,,,1093,
'1201,,,,,437,
'1203,,,,,10,
'1210,,,,,1043,
'1213,,,,,23,
'1215,,,,,368,
'1216,,,,,6935,
'1217,,,,,1434,
'1218,,,,,300,
'1219,,,,,4128,
'1220,,,,,952,
'1225,,,,,213,
'1227,,,,,568,
'1229,,,,,6357,
'1231,,,,,845,
'1232,,,,,246,
'1233,,,,,5,
'1234,,,,,134,
'1235,,,,,2,
'1236,,,,,147,
'1240,,,,,19,
'1256,,,,,6,
'1258,,,,,15,
'1259,,,,,4,
'1264,,,,,2,
'1268,,,,,20,
'1301,,,,,14353,
'1303,,,,,11005,
'1304,,,,,28676,
'1305,,,,,8129,
'1307,,,,,50,
'1308,,,,,26185,
'1309,,,,,1939,
'1310,,,,,1625,
'1312,,,,,11205,
'1313,,,,,5528,
'1314,,,,,26640,
'1315,,,,,14,
'1316,,,,,2482,
'1319,,,,,293,
'1321,,,,,48,
'1323,,,,,101,
'1324,,,,,41,
'1325,,,,,315,
'1326,,,,,4568,
'1336,,,,,94,
'1337,,,,,153,
'1338,,,,,86,
'1339,,,,,31,
'1340,,,,,54,
'1341,,,,,2,
'1342,,,,,38,
'1402,,,,,6273,
'1409,,,,,3906,
'1410,,,,,218,
'1413,,,,,27,
'1414,,,,,393,
'1416,,,,,726,
'1417,,,,,150,
'1418,,,,,2,
'1419,,,,,86,
'1423,,,,,73,
'1432,,,,,135,
'1434,,,,,1237,
'1435,,,,,551,
'1436,,,,,10,
'1437,,,,,960,
'1438,,,,,40,
'1439,,,,,20,
'1440,,,,,2508,
'1441,,,,,43,
'1442,,,,,266,
'1443,,,,,29,
'1444,,,,,840,
'1445,,,,,375,
'1446,,,,,139,
'1447,,,,,757,
'1449,,,,,16,
'1451,,,,,53,
'1452,,,,,730,
'1453,,,,,109,
'1454,,,,,59,
'1455,,,,,1080,
'1456,,,,,92,
'1457,,,,,772,
'1459,,,,,98,
'1460,,,,,745,
'1463,,,,,39,
'1464,,,,,262,
'1465,,,,,38,
'1466,,,,,82,
'1467,,,,,6710,
'1468,,,,,55,
'1470,,,,,31,
'1471,,,,,112,
'1472,,,,,0,
'1473,,,,,61,
'1474,,,,,1232,
'1475,,,,,17,
'1476,,,,,512,
'1477,,,,,805,
'1503,,,,,58,
'1504,,,,,683,
'1506,,,,,613,
'1512,,,,,86,
'1513,,,,,544,
'1514,,,,,274,
'1515,,,,,659,
'1516,,,,,100,
'1517,,,,,332,
'1519,,,,,325,
'1521,,,,,17,
'1522,,,,,72,
'1524,,,,,93,
'1525,,,,,15,
'1526,,,,,153,
'1527,,,,,133,
'1528,,,,,191,
'1529,,,,,7990,
'1530,,,,,10,
'1531,,,,,79,
'1532,,,,,380,
'1533,,,,,556,
'1535,,,,,240,
'1536,,,,,234,
'1537,,,,,73,
'1538,,,,,21,
'1539,,,,,54,
'1540,,,,,9,
'1541,,,,,6,
'1558,,,,,59,
'1560,,,,,37775,
'1565,,,,,62,
'1568,,,,,14,
'1569,,,,,154,
'1570,,,,,106,
'1580,,,,,46,
'1582,,,,,110,
'1583,,,,,5,
'1584,,,,,685,
'1586,,,,,101,
'1587,,,,,75,
'1589,,,,,120,
'1590,,,,,318,
'1591,,,,,4,
'1593,,,,,13,
'1595,,,,,31,
'1597,,,,,44,
'1598,,,,,193,
'1599,,,,,248,
'1603,,,,,222,
'1604,,,,,584,
'1605,,,,,27422,
'1608,,,,,6908,
'1609,,,,,2560,
'1611,,,,,6226,
'1612,,,,,3329,
'1614,,,,,94,
'1615,,,,,90,
'1616,,,,,339,
'1617,,,,,41,
