Ticker,名稱,差額(張數),差額(金額),賣出均價,成交量,賣出占比
'00632R,元大台灣50反1,-980,"-6,359",6.49,256322,0.38
'2303,聯電,"-1,983","-104,390",52.64,241455,0.82
'2314,台揚,-479,"-14,922",31.15,3167,15.12
'2344,華邦電,"-1,060","-29,409",27.74,100513,1.05
'2455,全新,-266,"-29,037",109.16,6083,4.37
