Ticker,名稱,差額(張數),差額(金額),賣出均價,成交量,賣出占比
'2482,連宇,-131,"-3,770",28.78,76742,0.17
'2634,漢翔,-101,"-3,425",33.91,17155,0.59
'3017,奇鋐,-217,"-17,978",82.85,11768,1.84
'5258,虹堡,-417,"-22,913",54.95,24794,1.68
'6235,華孚,-104,"-5,038",48.44,31603,0.33
'8069,元太,-343,"-56,133",163.65,41991,0.82
