Ticker,名稱,差額(張數),差額(金額),賣出均價,成交量,賣出占比
'2009,第一銅,"-3,002","-113,226",37.72,66849,4.49
'2338,光罩,-270,"-24,882",92.16,52693,0.51
'3006,晶豪科,"-1,253","-176,657",140.99,71020,1.76
'3059,華晶科,-232,"-10,064",43.38,29271,0.79
'3530,晶相光,-816,"-112,584",137.97,18958,4.3
'6182,合晶,"-5,091","-250,592",49.22,125256,4.06
