Ticker,名稱,差額(張數),差額(金額),賣出均價,成交量,賣出占比
'00632R,元大台灣50反1,-283,"-1,764",6.23,263060,0.11
'1314,中石化,-159,"-1,435",9.03,14332,1.11
'2498,宏達電,-149,"-9,019",60.53,109939,0.14
'3034,聯詠,-185,"-44,094",238.35,17100,1.08
'3035,智原,-328,"-49,924",152.21,13533,2.42
'5258,虹堡,-119,"-6,454",54.24,35205,0.34
'6026,福邦證,-852,"-11,501",13.5,3401,25.05
