交易日期,代號,名稱,買均,買量,賣均,賣量,累計買均,累計買量,損益,進場手續費,出場手續費,交易稅,淨損益,餘量,餘累買量,餘買均
2022-06-01,'5272,笙科,,,46.67,-135.0,-0.0,-135.0,,,,,,0.0,0.0,0.0
2022-06-08,'5272,笙科,,,43.9,-160.0,-0.0,-295.0,0.0,0.0,0.0,0.0,0.0,,0.0,
