Ticker,名稱,差額(張數),差額(金額),賣出均價,成交量,賣出占比
'1711,永光,"-1,610","-49,653",30.84,314469,0.51
'2603,長榮,-457,"-56,718",124.11,181655,0.25
'2618,長榮航,-306,"-7,451",24.35,408391,0.07
'5475,德宏,-217,"-6,538",30.13,3208,6.76
