Ticker,名稱,差額(張數),差額(金額),賣出均價,成交量,賣出占比
'00671R,富邦NASDAQ反1,-144,-947,6.58,22955,0.63
'2303,聯電,-533,"-25,735",48.28,130538,0.41
'2884,玉山金,-136,"-4,009",29.48,23865,0.57
'3596,智易,-117,"-15,060",128.72,11121,1.05
'5880,合庫金,-150,"-4,045",26.97,22408,0.67
'6235,華孚,-171,"-7,602",44.46,50143,0.34
