Ticker,名稱,差額(張數),差額(金額),買入均價,成交量,買入占比
'1101,,,,,22278,
'1102,,,,,7491,
'1103,,,,,824,
'1104,,,,,1150,
'1108,,,,,244,
'1109,,,,,266,
'1110,,,,,773,
'1201,,,,,2961,
'1203,,,,,60,
'1210,,,,,1466,
'1213,,,,,1,
'1215,,,,,410,
'1216,,,,,10152,
'1217,,,,,13376,
'1218,,,,,2187,
'1219,,,,,12027,
'1220,,,,,10052,
'1225,,,,,556,
'1227,,,,,1153,
'1229,,,,,4504,
'1231,,,,,485,
'1232,,,,,124,
'1233,,,,,9,
'1234,,,,,215,
'1235,,,,,141,
'1236,,,,,676,
'1240,,,,,1419,
'1256,,,,,14,
'1258,,,,,548,
'1259,,,,,2,
'1264,,,,,7,
'1268,,,,,22,
'1301,,,,,9250,
'1303,,,,,12236,
'1304,,,,,5708,
'1305,,,,,1694,
'1307,,,,,73,
'1308,,,,,4908,
'1309,,,,,866,
'1310,,,,,881,
'1312,,,,,5767,
'1313,,,,,3068,
'1314,,,,,22602,
'1315,,,,,12,
'1316,,,,,3263,
'1319,,,,,844,
'1321,,,,,291,
'1323,,,,,97,
'1324,,,,,48,
'1325,,,,,8625,
'1326,,,,,7063,
'1336,,,,,12,
'1337,,,,,331,
'1338,,,,,216,
'1339,,,,,59,
'1340,,,,,93,
'1341,,,,,13,
'1342,,,,,398,
'1402,,,,,9689,
'1409,,,,,4434,
'1410,,,,,3,
'1413,,,,,76,
'1414,,,,,352,
'1416,,,,,215,
'1417,,,,,139,
'1418,,,,,42,
'1419,,,,,89,
'1423,,,,,106,
'1432,,,,,418,
'1434,,,,,2436,
'1435,,,,,95,
'1436,,,,,88,
'1437,,,,,647,
'1438,,,,,188,
'1439,,,,,23,
'1440,,,,,12510,
'1441,,,,,107,
'1442,,,,,325,
'1443,,,,,53,
'1444,,,,,4320,
'1445,,,,,17,
'1446,,,,,71,
'1447,,,,,2990,
'1449,,,,,32,
'1451,,,,,200,
'1452,,,,,401,
'1453,,,,,3190,
'1454,,,,,83,
'1455,,,,,4703,
'1456,,,,,63,
'1457,,,,,701,
'1459,,,,,307,
'1460,,,,,1253,
'1463,,,,,157,
'1464,,,,,405,
'1465,,,,,55,
'1466,,,,,154,
'1467,,,,,440,
'1468,,,,,52,
'1470,,,,,488,
'1471,,,,,498,
'1472,,,,,0,
'1473,,,,,189,
'1474,,,,,491,
'1475,,,,,44,
'1476,,,,,1458,
'1477,,,,,2066,
'1503,,,,,154,
'1504,,,,,8782,
'1506,,,,,1608,
'1512,,,,,38,
'1513,,,,,15710,
'1514,,,,,3198,
'1515,,,,,764,
'1516,,,,,903,
'1517,,,,,364,
'1519,,,,,1237,
'1521,,,,,33,
'1522,,,,,361,
'1524,,,,,328,
'1525,,,,,38,
'1526,,,,,163,
'1527,,,,,332,
'1528,,,,,478,
'1529,,,,,1791,
'1530,,,,,22,
'1531,,,,,135,
'1532,,,,,603,
'1533,,,,,6686,
'1535,,,,,52,
'1536,,,,,733,
'1537,,,,,70,
'1538,,,,,78,
'1539,,,,,636,
'1540,,,,,157,
'1541,,,,,142,
'1558,,,,,52,
'1560,,,,,4464,
'1565,,,,,258,
'1568,,,,,84,
'1569,,,,,1233,
'1570,,,,,256,
'1580,,,,,70,
'1582,,,,,209,
'1583,,,,,34,
'1584,,,,,25626,
'1586,,,,,159,
'1587,,,,,66,
'1589,,,,,699,
'1590,,,,,886,
'1591,,,,,498,
'1593,,,,,23,
'1595,,,,,27,
'1597,,,,,194,
'1598,,,,,260,
'1599,,,,,912,
'1603,,,,,1523,
'1604,,,,,559,
'1605,,,,,143995,
'1608,,,,,3645,
'1609,,,,,29005,
'1611,,,,,5932,
'1612,,,,,3999,
'1614,,,,,48,
'1615,,,,,145,
'1616,,,,,1677,
'1617,,,,,85,
'1618,,,,,652,
'1626,,,,,28,
'1701,,,,,26732,
'1702,,,,,337,
'1707,,,,,166,
'1708,,,,,47211,
'1709,,,,,6727,
'1710,,,,,3643,
'1711,,,,,6219,
'1712,,,,,4885,
'1713,,,,,43,
'1714,,,,,4437,
'1717,,,,,121634,
'1718,,,,,4778,
'1720,,,,,7911,
'1721,,,,,14488,
'1722,,,,,8094,
'1723,,,,,479,
'1725,,,,,60,
'1726,,,,,115,
'1727,,,,,2767,
'1730,,,,,60,
'1731,,,,,19201,
'1732,,,,,15538,
'1733,,,,,1497,
'1734,,,,,35653,
'1735,,,,,21,
'1736,,,,,276,
'1737,,,,,450,
'1742,,,,,101,
'1752,,,,,501,
'1760,,,,,5175,
'1762,,,,,4852,
'1773,,,,,727,
'1776,,,,,63,
'1777,,,,,55,
'1781,,,,,351,
'1783,,,,,957,
'1784,,,,,434,
'1785,,,,,5137,
'1786,,,,,94,
'1788,,,,,28,
'1789,,,,,3558,
'1795,,,,,8712,
'1796,,,,,36,
'1799,,,,,339,
'1802,,,,,7672,
'1805,,,,,1,
'1806,,,,,1604,
'1808,,,,,205,
'1809,,,,,848,
'1810,,,,,1515,
'1813,,,,,131,
'1815,,,,,1600,
'1817,,,,,53,
'1903,,,,,92,
'1904,,,,,1697,
'1905,,,,,2135,
'1906,,,,,204,
'1907,,,,,1619,
'1909,,,,,4277,
'2002,,,,,73031,
'2006,,,,,5384,
'2007,,,,,1798,
'2008,,,,,145,
'2009,,,,,2380,
'2010,,,,,3289,
'2012,,,,,626,
'2013,,,,,1040,
'2014,,,,,19093,
'2015,,,,,443,
'2017,,,,,2375,
'2020,,,,,1567,
'2022,,,,,2191,
'2023,,,,,9400,
'2024,,,,,1289,
'2025,,,,,522,
'2027,,,,,25783,
'2028,,,,,2164,
'2029,,,,,3330,
'2030,,,,,9344,
'2031,,,,,5652,
'2032,,,,,2869,
'2033,,,,,1335,
'2034,,,,,5454,
'2035,,,,,488,
'2038,,,,,2421,
'2049,,,,,2235,
'2059,,,,,287,
'2061,,,,,26,
'2062,,,,,412,
'2063,,,,,147,
'2064,,,,,716,
'2065,,,,,156,
'2066,,,,,6,
'2067,,,,,15,
'2069,,,,,4064,
'2070,,,,,4,
'2101,,,,,3045,
'2102,,,,,2252,
'2103,,,,,2963,
'2104,,,,,2874,
'2105,,,,,4453,
'2106,,,,,1394,
'2107,,,,,431,
'2108,,,,,4168,
'2109,,,,,42,
'2114,,,,,158,
'2115,,,,,11,
'2201,,,,,1570,
'2204,,,,,1273,
'2206,,,,,539,
'2207,,,,,407,
'2208,,,,,1795,
'2211,,,,,874,
'2221,,,,,1258,
'2227,,,,,54,
'2228,,,,,75,
'2230,,,,,605,
'2231,,,,,535,
'2233,,,,,1177,
'2235,,,,,71,
'2236,,,,,101,
'2239,,,,,28,
'2241,,,,,171,
'2243,,,,,641,
'2247,,,,,43,
'2250,,,,,80,
'2301,,,,,10145,
'2302,,,,,158,
'2303,,,,,110188,
'2305,,,,,531,
'2308,,,,,7779,
'2312,,,,,16708,
'2313,,,,,20230,
'2314,,,,,1416,
'2316,,,,,484,
'2317,,,,,41906,
'2321,,,,,15,
'2323,,,,,9867,
'2324,,,,,37567,
'2327,,,,,2159,
'2328,,,,,3116,
'2329,,,,,2730,
'2330,,,,,49067,
'2331,,,,,2302,
'2332,,,,,8940,
'2337,,,,,12858,
'2338,,,,,6368,
'2340,,,,,7554,
'2342,,,,,1513,
'2344,,,,,29721,
'2345,,,,,1682,
'2347,,,,,6621,
'2348,,,,,283,
'2349,,,,,2005,
'2351,,,,,1216,
'2352,,,,,7681,
