交易日期,代號,名稱,買均,買量,賣均,賣量,累計買均,累計買量,損益,進場手續費,出場手續費,交易稅,淨損益,餘量,餘累買量,餘買均
2022-06-16,'1524,耿鼎,21.3,1485.0,,,21.3,1485.0,,,,,,0.0,0.0,0.0
2022-06-20,'1524,耿鼎,,,20.49,-1484.0,21.3,1.0,-1202040.0,13513.0,12999.0,91221.0,-1319773.0,,0.0,
