Ticker,名稱,差額(張數),差額(金額),賣出均價,成交量,賣出占比
'1402,遠東新,-470,"-12,753",27.13,9335,5.03
'2328,廣宇,"-5,132","-208,729",40.67,172404,2.98
'2332,友訊,-254,"-6,466",25.46,7838,3.24
'2436,偉詮電,"-4,158","-228,346",54.92,67750,6.14
