Ticker,名稱,差額(張數),差額(金額),賣出均價,成交量,賣出占比
'2457,飛宏,-262,"-4,793",18.29,45728,0.57
'2609,陽明,-712,"-20,088",28.21,47981,1.48
'6284,佳邦,-481,"-39,166",81.43,32768,1.47
