交易日期,代號,名稱,買均,買量,賣均,賣量,累計買均,累計買量,損益,進場手續費,出場手續費,交易稅,淨損益,餘量,餘累買量,餘買均
2022-06-10,'00671R,富邦NASDAQ反1,6.2,115.0,,,6.2,115.0,,,,,,0.0,0.0,0.0
2022-06-17,'00671R,富邦NASDAQ反1,,,6.74,-114.0,6.2,1.0,61560.0,302.0,328.0,2305.0,58625.0,0.0,0.0,
2022-06-20,'00671R,富邦NASDAQ反1,,,6.66,-194.0,6.2,-193.0,0.0,0.0,0.0,0.0,0.0,,0.0,
