Ticker,名稱,差額(張數),差額(金額),買入均價,成交量,買入占比
'1101,,,,,14903,
'1102,,,,,5044,
'1103,,,,,264,
'1104,,,,,300,
'1108,,,,,95,
'1109,,,,,147,
'1110,,,,,392,
'1201,,,,,576,
'1203,,,,,5,
'1210,,,,,1027,
'1213,,,,,29,
'1215,,,,,412,
'1216,,,,,6161,
'1217,,,,,751,
'1218,,,,,104,
'1219,,,,,591,
'1220,,,,,182,
'1225,,,,,17,
'1227,,,,,506,
'1229,,,,,678,
'1231,,,,,131,
'1232,,,,,47,
'1233,,,,,14,
'1234,,,,,74,
'1235,,,,,28,
'1236,,,,,473,
'1240,,,,,5,
'1256,,,,,46,
'1258,,,,,12,
'1259,,,,,1,
'1264,,,,,17,
'1268,,,,,5,
'1301,,,,,4796,
'1303,,,,,5438,
'1304,,,,,5602,
'1305,,,,,4371,
'1307,,,,,68,
'1308,,,,,5403,
'1309,,,,,703,
'1310,,,,,900,
'1312,,,,,8713,
'1313,,,,,1522,
'1314,,,,,16959,
'1315,,,,,71,
'1316,,,,,15266,
'1319,,,,,368,
'1321,,,,,142,
'1323,,,,,127,
'1324,,,,,82,
'1325,,,,,1998,
'1326,,,,,2440,
'1336,,,,,11,
'1337,,,,,250,
'1338,,,,,64,
'1339,,,,,74,
'1340,,,,,352,
'1341,,,,,7,
'1342,,,,,162,
'1402,,,,,4536,
'1409,,,,,1989,
'1410,,,,,195,
'1413,,,,,86,
'1414,,,,,1528,
'1416,,,,,140,
'1417,,,,,110,
'1418,,,,,1,
'1419,,,,,61,
'1423,,,,,69,
'1432,,,,,110,
'1434,,,,,2436,
'1435,,,,,31,
'1436,,,,,28,
'1437,,,,,129,
'1438,,,,,253,
'1439,,,,,15,
'1440,,,,,5318,
'1441,,,,,122,
'1442,,,,,286,
'1443,,,,,2,
'1444,,,,,1772,
'1445,,,,,782,
'1446,,,,,98,
'1447,,,,,1649,
'1449,,,,,123,
'1451,,,,,83,
'1452,,,,,648,
'1453,,,,,45,
'1454,,,,,221,
'1455,,,,,14498,
'1456,,,,,87,
'1457,,,,,449,
'1459,,,,,326,
'1460,,,,,1120,
'1463,,,,,208,
'1464,,,,,335,
'1465,,,,,35,
'1466,,,,,90,
'1467,,,,,344,
'1468,,,,,50,
'1470,,,,,1,
'1471,,,,,237,
'1472,,,,,3,
'1473,,,,,62,
'1474,,,,,455,
'1475,,,,,18,
'1476,,,,,1069,
'1477,,,,,2564,
'1503,,,,,75,
'1504,,,,,2014,
'1506,,,,,1594,
