Ticker,名稱,差額(張數),差額(金額),賣出均價,成交量,賣出占比
'2481,強茂,-611,"-63,554",104.02,22127,2.76
'3231,緯創,-652,"-20,606",31.6,23564,2.77
'4952,凌通,"-1,032","-83,911",81.31,31803,3.24
