Ticker,名稱,差額(張數),差額(金額),賣出均價,成交量,賣出占比
'2609,陽明,-992,"-109,124",110.0,155773,0.64
'3338,泰碩,-599,"-35,932",59.99,23082,2.6
'3710,連展投控,-425,"-5,671",13.34,22647,1.88
