Ticker,名稱,差額(張數),差額(金額),賣出均價,成交量,賣出占比
'1785,光洋科,"-2,912","-166,910",57.32,117333,2.48
'2027,大成鋼,"-3,272","-127,425",38.94,140550,2.33
'2365,昆盈,-220,"-3,066",13.94,5148,4.27
'2609,陽明,"-1,835","-87,779",47.84,275160,0.67
'3059,華晶科,-405,"-18,799",46.42,70357,0.58
'4919,新唐,-982,"-64,796",65.98,48613,2.02
