Ticker,名稱,差額(張數),差額(金額),賣出均價,成交量,賣出占比
'00632R,元大台灣50反1,-350,"-2,056",5.87,109625,0.32
'3504,揚明光,-190,"-21,515",113.24,38595,0.49
'6235,華孚,-350,"-13,897",39.71,8788,3.98
