Ticker,名稱,差額(張數),差額(金額),買入均價,成交量,買入占比
'1101,,,,,10460,
'1102,,,,,3386,
'1103,,,,,395,
'1104,,,,,328,
'1108,,,,,62,
'1109,,,,,427,
'1110,,,,,390,
'1201,,,,,375,
'1203,,,,,9,
'1210,,,,,513,
'1213,,,,,5,
'1215,,,,,262,
'1216,,,,,4472,
'1217,,,,,584,
'1218,,,,,98,
'1219,,,,,616,
'1220,,,,,601,
'1225,,,,,165,
'1227,,,,,687,
'1229,,,,,978,
'1231,,,,,359,
'1232,,,,,47,
'1233,,,,,22,
'1234,,,,,89,
'1235,,,,,363,
'1236,,,,,2213,
'1240,,,,,11,
'1256,,,,,9,
'1258,,,,,3,
'1259,,,,,0,
'1264,,,,,2,
'1268,,,,,266,
'1301,,,,,3744,
'1303,,,,,3253,
'1304,,,,,4422,
'1305,,,,,2927,
'1307,,,,,60,
'1308,,,,,7699,
'1309,,,,,894,
'1310,,,,,888,
'1312,,,,,8372,
'1313,,,,,2118,
'1314,,,,,32480,
'1316,,,,,6770,
'1319,,,,,449,
'1321,,,,,86,
'1323,,,,,63,
'1324,,,,,522,
'1325,,,,,3539,
'1326,,,,,1707,
'1336,,,,,68,
'1337,,,,,357,
'1338,,,,,417,
'1339,,,,,33,
'1340,,,,,72,
'1341,,,,,25,
'1342,,,,,199,
'1402,,,,,3135,
'1409,,,,,2265,
'1410,,,,,12,
'1413,,,,,68,
'1414,,,,,2716,
'1416,,,,,106,
'1417,,,,,143,
'1418,,,,,5,
'1419,,,,,23,
'1423,,,,,81,
'1432,,,,,78,
'1434,,,,,2164,
'1435,,,,,145,
'1436,,,,,45,
'1437,,,,,19,
'1438,,,,,107,
'1439,,,,,27,
'1440,,,,,11566,
'1441,,,,,80,
'1442,,,,,654,
'1443,,,,,12,
'1444,,,,,1919,
'1445,,,,,675,
'1446,,,,,32,
'1447,,,,,2028,
'1449,,,,,52,
'1451,,,,,85,
'1452,,,,,229,
'1453,,,,,240,
'1454,,,,,1844,
'1455,,,,,2720,
'1456,,,,,397,
'1457,,,,,301,
'1459,,,,,376,
'1460,,,,,1538,
'1463,,,,,119,
'1464,,,,,110,
'1465,,,,,47,
'1466,,,,,144,
'1467,,,,,594,
'1468,,,,,73,
'1470,,,,,107,
'1471,,,,,3768,
'1472,,,,,3,
'1473,,,,,13,
'1474,,,,,290,
'1475,,,,,7,
'1476,,,,,814,
'1477,,,,,843,
'1503,,,,,63,
