Ticker,名稱,差額(張數),差額(金額),買入均價,成交量,買入占比
'1101,,,,,23092,
'1102,,,,,6140,
'1103,,,,,486,
'1104,,,,,251,
'1108,,,,,205,
'1109,,,,,80,
'1110,,,,,953,
'1201,,,,,1844,
'1203,,,,,23,
'1210,,,,,1176,
'1213,,,,,3,
'1215,,,,,304,
'1216,,,,,4259,
'1217,,,,,9928,
'1218,,,,,5365,
'1219,,,,,51019,
'1220,,,,,20143,
'1225,,,,,232,
'1227,,,,,1695,
'1229,,,,,3183,
'1231,,,,,317,
'1232,,,,,36,
'1233,,,,,9,
'1234,,,,,70,
'1235,,,,,814,
'1236,,,,,425,
'1240,,,,,2749,
'1256,,,,,2,
'1258,,,,,748,
'1259,,,,,2,
'1264,,,,,1,
'1268,,,,,12,
'1301,,,,,6265,
'1303,,,,,7321,
'1304,,,,,3164,
'1305,,,,,576,
'1307,,,,,95,
'1308,,,,,2737,
'1309,,,,,456,
'1310,,,,,402,
'1312,,,,,4814,
'1313,,,,,1631,
'1314,,,,,12821,
'1315,,,,,11,
'1316,,,,,2370,
'1319,,,,,639,
'1321,,,,,44,
'1323,,,,,61,
'1324,,,,,95,
'1325,,,,,643,
'1326,,,,,2564,
'1336,,,,,14,
'1337,,,,,145,
'1338,,,,,169,
'1339,,,,,142,
'1340,,,,,60,
'1341,,,,,8,
'1342,,,,,64,
'1402,,,,,4291,
'1409,,,,,1939,
'1410,,,,,53,
'1413,,,,,117,
'1414,,,,,1416,
'1416,,,,,73,
'1417,,,,,196,
'1418,,,,,247,
'1419,,,,,22,
'1423,,,,,34,
'1432,,,,,398,
'1434,,,,,1138,
'1435,,,,,18,
'1436,,,,,28,
'1437,,,,,156,
'1438,,,,,71,
'1439,,,,,17,
'1440,,,,,2550,
'1441,,,,,39,
'1442,,,,,174,
'1443,,,,,30,
'1444,,,,,2692,
'1445,,,,,25,
'1446,,,,,33,
'1447,,,,,1854,
'1449,,,,,16,
'1451,,,,,409,
'1452,,,,,255,
'1453,,,,,18868,
'1454,,,,,140,
'1455,,,,,1300,
'1456,,,,,11,
'1457,,,,,238,
'1459,,,,,113,
'1460,,,,,1088,
'1463,,,,,20,
'1464,,,,,193,
'1465,,,,,64,
'1466,,,,,108,
'1467,,,,,139,
'1468,,,,,83,
'1470,,,,,236,
'1471,,,,,273,
'1472,,,,,0,
'1473,,,,,60,
'1474,,,,,101,
'1475,,,,,186,
'1476,,,,,668,
'1477,,,,,2841,
'1503,,,,,55,
'1504,,,,,5286,
'1506,,,,,1331,
'1512,,,,,33,
'1513,,,,,19673,
'1514,,,,,1210,
'1515,,,,,482,
'1516,,,,,716,
'1517,,,,,402,
'1519,,,,,1288,
'1521,,,,,11,
'1522,,,,,404,
'1524,,,,,823,
'1525,,,,,15,
