交易日期,代號,名稱,買均,買量,賣均,賣量,累計買均,累計買量,損益,進場手續費,出場手續費,交易稅,淨損益,餘量,餘累買量,餘買均
2022-05-18,'1605,華新,39.05,174.0,,,39.05,174.0,,,,,,0.0,0.0,0.0
2022-05-19,'1605,華新,,,37.68,-148.0,39.05,26.0,-202759.0,2471.0,2384.0,16730.0,-224344.0,0.0,0.0,
2022-05-25,'1605,華新,,,44.1,-470.0,39.05,-444.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
2022-05-26,'1605,華新,42.98,441.0,,,-538.6600000000011,-3.0,,,,,,0.0,0.0,
2022-05-30,'1605,華新,48.0,1030.0,,,49.713709834469334,1027.0,,,,,,441.0,441.0,
2022-05-31,'1605,華新,,,48.03,-1042.0,49.713709834469334,-15.0,2245080.0,20436.0,21395.0,150142.0,2053107.0,,441.0,
