Ticker,名稱,差額(張數),差額(金額),賣出均價,成交量,賣出占比
'1605,華新,"-2,183","-85,190",39.02,137759,1.58
'1717,長興,-299,"-11,014",36.84,16479,1.81
'2634,漢翔,-552,"-18,315",33.18,20501,2.69
'2834,臺企銀,-665,"-8,319",12.51,135502,0.49
'2888,新光金,"-3,965","-41,236",10.4,65639,6.04
