交易日期,代號,名稱,買均,買量,賣均,賣量,累計買均,累計買量,損益,進場手續費,出場手續費,交易稅,淨損益,餘量,餘累買量,餘買均
2022-06-02,'1560,中砂,152.74,319.0,,,152.74,319.0,,,,,,0.0,0.0,0.0
2022-06-08,'1560,中砂,,,154.06,-381.0,152.74,-62.0,421079.0,20830.0,21010.0,147435.0,231804.0,,0.0,
