Ticker,名稱,差額(張數),差額(金額),賣出均價,成交量,賣出占比
'00664R,國泰臺灣加權反1,"-1,000","-6,424",6.42,11206,8.92
'3231,緯創,-876,"-24,296",27.74,22902,3.82
'6235,華孚,-355,"-13,974",39.36,29162,1.22
