Ticker,名稱,差額(張數),差額(金額),賣出均價,成交量,賣出占比
'1605,華新,-103,"-4,059",39.41,43343,0.24
'2367,燿華,-100,"-2,429",24.29,97594,0.1
'3504,揚明光,-502,"-58,458",116.45,43227,1.16
'8099,大世科,-101,"-3,839",38.01,124,81.45
