Ticker,名稱,差額(張數),差額(金額),買入均價,成交量,買入占比
'1101,,,,,14023,
'1102,,,,,21511,
'1103,,,,,644,
'1104,,,,,485,
'1108,,,,,291,
'1109,,,,,1459,
'1110,,,,,551,
'1201,,,,,1001,
'1203,,,,,43,
'1210,,,,,2465,
'1213,,,,,27,
'1215,,,,,756,
'1216,,,,,11851,
'1217,,,,,2756,
'1218,,,,,346,
'1219,,,,,394,
'1220,,,,,266,
'1225,,,,,50,
'1227,,,,,700,
'1229,,,,,1262,
'1231,,,,,1057,
'1232,,,,,68,
'1233,,,,,15,
'1234,,,,,177,
'1235,,,,,2,
'1236,,,,,35,
'1240,,,,,32,
'1256,,,,,97,
'1258,,,,,10,
'1259,,,,,19,
'1264,,,,,35,
'1268,,,,,6,
'1301,,,,,6379,
'1303,,,,,8618,
'1304,,,,,6530,
'1305,,,,,9169,
'1307,,,,,153,
'1308,,,,,6665,
'1309,,,,,2353,
'1310,,,,,1989,
'1312,,,,,7288,
'1313,,,,,14700,
'1314,,,,,25845,
'1315,,,,,52,
'1316,,,,,410,
'1319,,,,,1332,
'1321,,,,,108,
'1323,,,,,78,
'1324,,,,,40,
'1325,,,,,1443,
'1326,,,,,3955,
'1336,,,,,213,
'1337,,,,,697,
'1338,,,,,395,
'1339,,,,,29,
'1340,,,,,166,
'1341,,,,,8,
'1342,,,,,3,
'1402,,,,,7617,
'1409,,,,,4899,
'1410,,,,,5,
'1413,,,,,188,
'1414,,,,,512,
'1416,,,,,561,
'1417,,,,,423,
'1418,,,,,28,
'1419,,,,,23,
'1423,,,,,78,
'1432,,,,,111,
'1434,,,,,3282,
'1435,,,,,24,
'1436,,,,,83,
'1437,,,,,172,
'1438,,,,,42,
'1439,,,,,51,
'1440,,,,,5305,
'1441,,,,,253,
'1442,,,,,1021,
'1443,,,,,82,
'1444,,,,,2205,
'1445,,,,,96,
'1446,,,,,115,
'1447,,,,,3965,
'1449,,,,,51,
'1451,,,,,732,
'1452,,,,,2882,
'1453,,,,,67,
'1454,,,,,57,
'1455,,,,,7350,
'1456,,,,,2690,
'1457,,,,,790,
'1459,,,,,627,
'1460,,,,,691,
'1463,,,,,158,
'1464,,,,,320,
'1465,,,,,21,
'1466,,,,,1029,
'1467,,,,,272,
'1468,,,,,40,
'1470,,,,,82,
'1471,,,,,698,
'1472,,,,,1,
'1473,,,,,104,
'1474,,,,,617,
'1475,,,,,3,
'1476,,,,,883,
'1477,,,,,1669,
'1503,,,,,55,
'1504,,,,,1172,
'1506,,,,,129,
'1512,,,,,78,
'1513,,,,,3524,
'1514,,,,,524,
'1515,,,,,482,
'1516,,,,,20,
'1517,,,,,15637,
'1519,,,,,714,
'1521,,,,,26,
'1522,,,,,385,
'1524,,,,,232,
'1525,,,,,104,
'1526,,,,,2558,
'1527,,,,,307,
'1528,,,,,1405,
'1529,,,,,174,
'1530,,,,,30,
'1531,,,,,149,
'1532,,,,,377,
'1533,,,,,190,
'1535,,,,,256,
'1536,,,,,736,
'1537,,,,,232,
'1538,,,,,2,
'1539,,,,,8,
'1540,,,,,57,
'1541,,,,,13,
'1558,,,,,58,
'1560,,,,,1262,
'1565,,,,,524,
'1568,,,,,237,
'1569,,,,,420,
'1570,,,,,30,
'1580,,,,,117,
'1582,,,,,437,
'1583,,,,,6,
'1584,,,,,193,
'1586,,,,,199,
'1587,,,,,195,
'1589,,,,,222,
'1590,,,,,754,
'1591,,,,,11,
'1593,,,,,285,
'1595,,,,,11,
'1597,,,,,185,
'1598,,,,,363,
'1599,,,,,72,
'1603,,,,,692,
'1604,,,,,1381,
'1605,,,,,32351,
'1608,,,,,3001,
