交易日期,代號,名稱,買均,買量,賣均,賣量,累計買均,累計買量,損益,進場手續費,出場手續費,交易稅,淨損益,餘量,餘累買量,餘買均
2022-05-25,'3552,同致,176.38,178.0,,,176.38,178.0,,,,,,0.0,0.0,0.0
2022-05-26,'3552,同致,,,177.72,-185.0,176.38,-7.0,238520.0,13422.0,13524.0,94902.0,116672.0,0.0,0.0,
2022-05-27,'3552,同致,189.53,220.0,,,189.96215962441315,213.0,,,,,,0.0,0.0,
2022-05-30,'3552,同致,,,187.07,-221.0,189.96215962441315,-8.0,-541200.0,17825.0,17594.0,123466.0,-700085.0,,0.0,
