交易日期,代號,名稱,買均,買量,賣均,賣量,累計買均,累計買量,損益,進場手續費,出場手續費,交易稅,淨損益,餘量,餘累買量,餘買均
2022-05-31,'6163,華電網,14.97,108.0,,,14.97,108.0,,,,,,0.0,0.0,0.0
2022-06-06,'6163,華電網,,,15.19,-108.0,14.97,0.0,23759.0,691.0,701.0,4922.0,17445.0,,0.0,
