Ticker,名稱,差額(張數),差額(金額),買入均價,成交量,買入占比
'1101,,,,,15765,
'1102,,,,,8022,
'1103,,,,,860,
'1104,,,,,606,
'1108,,,,,238,
'1109,,,,,399,
'1110,,,,,440,
'1201,,,,,1248,
'1203,,,,,31,
'1210,,,,,2849,
'1213,,,,,11,
'1215,,,,,1311,
'1216,,,,,19074,
'1217,,,,,2765,
'1218,,,,,264,
'1219,,,,,1534,
'1220,,,,,443,
'1225,,,,,131,
'1227,,,,,3792,
'1229,,,,,6008,
'1231,,,,,857,
'1232,,,,,78,
'1233,,,,,17,
'1234,,,,,209,
'1235,,,,,85,
'1236,,,,,515,
'1240,,,,,55,
'1256,,,,,51,
'1258,,,,,120,
'1259,,,,,19,
'1264,,,,,40,
'1268,,,,,55,
'1301,,,,,15334,
'1303,,,,,10378,
'1304,,,,,10086,
'1305,,,,,5800,
'1307,,,,,354,
'1308,,,,,13937,
'1309,,,,,1914,
'1310,,,,,1676,
'1312,,,,,12251,
'1313,,,,,3906,
'1314,,,,,24012,
'1315,,,,,43,
'1316,,,,,11322,
'1319,,,,,1292,
'1321,,,,,147,
'1323,,,,,122,
'1324,,,,,61,
'1325,,,,,709,
'1326,,,,,6934,
'1336,,,,,108,
'1337,,,,,452,
'1338,,,,,455,
'1339,,,,,84,
'1340,,,,,167,
'1341,,,,,19,
'1342,,,,,98,
'1402,,,,,9414,
'1409,,,,,4967,
'1410,,,,,65,
'1413,,,,,80,
'1414,,,,,510,
'1416,,,,,250,
'1417,,,,,276,
'1418,,,,,4,
'1419,,,,,31,
'1423,,,,,39,
'1432,,,,,68,
'1434,,,,,4205,
'1435,,,,,222,
'1436,,,,,41,
'1437,,,,,574,
'1438,,,,,119,
'1439,,,,,53,
'1440,,,,,5014,
'1441,,,,,74,
'1442,,,,,418,
'1443,,,,,12,
'1444,,,,,3812,
'1445,,,,,182,
'1446,,,,,82,
'1447,,,,,2751,
'1449,,,,,100,
'1451,,,,,216,
'1452,,,,,751,
'1453,,,,,119,
'1454,,,,,106,
'1455,,,,,3223,
'1456,,,,,86,
'1457,,,,,677,
'1459,,,,,279,
'1460,,,,,3406,
'1463,,,,,254,
'1464,,,,,1205,
'1465,,,,,42,
'1466,,,,,172,
'1467,,,,,1309,
'1468,,,,,56,
'1470,,,,,14,
'1471,,,,,438,
'1472,,,,,0,
'1473,,,,,46,
'1474,,,,,1032,
'1475,,,,,64,
'1476,,,,,1622,
'1477,,,,,2749,
'1503,,,,,122,
'1504,,,,,2494,
'1506,,,,,279,
'1512,,,,,204,
'1513,,,,,4266,
'1514,,,,,688,
'1515,,,,,1187,
'1516,,,,,278,
'1517,,,,,1093,
'1519,,,,,671,
'1521,,,,,68,
'1522,,,,,212,
'1524,,,,,399,
'1525,,,,,41,
'1526,,,,,424,
'1527,,,,,454,
'1528,,,,,504,
'1529,,,,,6241,
'1530,,,,,36,
'1531,,,,,120,
'1532,,,,,749,
'1533,,,,,1330,
'1535,,,,,176,
'1536,,,,,1876,
'1537,,,,,122,
'1538,,,,,20,
'1539,,,,,168,
'1540,,,,,112,
'1541,,,,,8,
'1558,,,,,179,
'1560,,,,,6121,
'1565,,,,,191,
'1568,,,,,144,
'1569,,,,,466,
'1570,,,,,403,
'1580,,,,,163,
'1582,,,,,272,
'1583,,,,,16,
'1584,,,,,492,
'1586,,,,,436,
'1587,,,,,186,
'1589,,,,,348,
'1590,,,,,456,
'1591,,,,,22,
'1593,,,,,61,
'1595,,,,,43,
'1597,,,,,979,
'1598,,,,,455,
'1599,,,,,371,
'1603,,,,,1978,
'1604,,,,,1269,
'1605,,,,,74736,
'1608,,,,,4415,
'1609,,,,,4680,
'1611,,,,,4622,
'1612,,,,,4578,
'1614,,,,,100,
'1615,,,,,464,
'1616,,,,,936,
'1617,,,,,149,
'1618,,,,,347,
'1626,,,,,282,
'1701,,,,,342,
'1702,,,,,652,
'1707,,,,,341,
'1708,,,,,35191,
'1709,,,,,7410,
'1710,,,,,3997,
'1711,,,,,4366,
'1712,,,,,2502,
'1713,,,,,15,
'1714,,,,,4872,
'1717,,,,,3466,
'1718,,,,,5260,
'1720,,,,,518,
'1721,,,,,2934,
'1722,,,,,4201,
'1723,,,,,1062,
'1725,,,,,792,
'1726,,,,,46,
'1727,,,,,1391,
'1730,,,,,76,
'1731,,,,,343,
'1732,,,,,1219,
'1733,,,,,432,
'1734,,,,,794,
'1735,,,,,24,
'1736,,,,,384,
'1737,,,,,393,
'1742,,,,,340,
'1752,,,,,31,
'1760,,,,,3067,
'1762,,,,,982,
'1773,,,,,2023,
'1776,,,,,132,
'1777,,,,,92,
'1781,,,,,63,
'1783,,,,,214,
'1784,,,,,93,
'1785,,,,,8135,
'1786,,,,,108,
'1788,,,,,21,
'1789,,,,,464,
'1795,,,,,9793,
'1796,,,,,43,
'1799,,,,,81,
'1802,,,,,42224,
'1805,,,,,25,
'1806,,,,,1269,
'1808,,,,,264,
'1809,,,,,1015,
'1810,,,,,1024,
'1813,,,,,59,
'1815,,,,,3749,
'1817,,,,,62,
'1903,,,,,220,
'1904,,,,,2905,
'1905,,,,,4267,
'1906,,,,,126,
'1907,,,,,2882,
'1909,,,,,10993,
'2002,,,,,157398,
'2006,,,,,7621,
'2007,,,,,32434,
'2008,,,,,820,
'2009,,,,,48396,
'2010,,,,,5574,
'2012,,,,,912,
'2013,,,,,1279,
'2014,,,,,90957,
'2015,,,,,535,
'2017,,,,,6190,
'2020,,,,,1512,
'2022,,,,,11237,
'2023,,,,,39290,
'2024,,,,,17230,
'2025,,,,,947,
'2027,,,,,91829,
'2028,,,,,4555,
'2029,,,,,2585,
'2030,,,,,54398,
'2031,,,,,6074,
'2032,,,,,50868,
'2033,,,,,23668,
'2034,,,,,19224,
'2035,,,,,863,
'2038,,,,,7593,
'2049,,,,,3450,
'2059,,,,,130,
'2061,,,,,128,
'2062,,,,,526,
'2063,,,,,167,
'2064,,,,,5053,
'2065,,,,,763,
'2066,,,,,11,
'2067,,,,,47,
'2069,,,,,8294,
'2070,,,,,7,
'2101,,,,,2753,
'2102,,,,,1556,
'2103,,,,,5182,
'2104,,,,,3564,
'2105,,,,,6578,
'2106,,,,,1182,
'2107,,,,,652,
'2108,,,,,5173,
'2109,,,,,304,
'2114,,,,,461,
'2115,,,,,64,
'2201,,,,,4421,
'2204,,,,,1253,
'2206,,,,,1598,
'2207,,,,,467,
'2208,,,,,3027,
'2211,,,,,4612,
'2221,,,,,257,
'2227,,,,,92,
'2228,,,,,102,
'2230,,,,,63,
'2231,,,,,351,
'2233,,,,,1220,
'2235,,,,,7,
'2236,,,,,21,
'2239,,,,,117,
'2241,,,,,174,
'2243,,,,,303,
'2247,,,,,83,
'2250,,,,,92,
'2301,,,,,7114,
'2302,,,,,210,
'2303,,,,,180287,
'2305,,,,,1260,
'2308,,,,,13417,
'2312,,,,,14008,
'2313,,,,,14162,
'2314,,,,,1608,
'2316,,,,,616,
'2317,,,,,61133,
'2321,,,,,27,
'2323,,,,,20748,
'2324,,,,,17813,
'2327,,,,,4065,
'2328,,,,,4501,
'2329,,,,,4838,
'2330,,,,,88371,
'2331,,,,,1949,
'2332,,,,,3688,
'2337,,,,,25214,
'2338,,,,,12792,
'2340,,,,,11709,
'2342,,,,,1912,
'2344,,,,,32620,
'2345,,,,,4108,
'2347,,,,,6974,
'2348,,,,,259,
'2349,,,,,3126,
'2351,,,,,4948,
'2352,,,,,14615,
'2353,,,,,22708,
'2354,,,,,3803,
'2355,,,,,5147,
'2356,,,,,10514,
'2357,,,,,4715,
'2358,,,,,10856,
'2359,,,,,18179,
'2360,,,,,1372,
'2362,,,,,391,
'2363,,,,,5001,
'2364,,,,,6,
'2365,,,,,980,
'2367,,,,,2859,
'2368,,,,,14921,
'2369,,,,,3918,
'2371,,,,,23594,
'2373,,,,,56,
'2374,,,,,5384,
'2375,,,,,1416,
'2376,,,,,9549,
'2377,,,,,5190,
'2379,,,,,1997,
'2380,,,,,1766,
'2382,,,,,13820,
'2383,,,,,1826,
'2385,,,,,2101,
'2387,,,,,622,
'2388,,,,,6715,
'2390,,,,,1422,
'2392,,,,,692,
'2393,,,,,2938,
'2395,,,,,1052,
'2397,,,,,92,
'2399,,,,,1388,
'2401,,,,,4601,
'2402,,,,,785,
'2404,,,,,575,
'2405,,,,,4300,
'2406,,,,,12518,
'2408,,,,,13468,
'2409,,,,,162058,
'2412,,,,,11857,
'2413,,,,,227,
'2414,,,,,250,
'2415,,,,,606,
'2417,,,,,700,
'2419,,,,,614,
'2420,,,,,723,
'2421,,,,,1472,
'2423,,,,,279,
'2424,,,,,12,
'2425,,,,,322,
'2426,,,,,2915,
'2427,,,,,517,
'2428,,,,,462,
'2429,,,,,36,
'2430,,,,,1741,
'2431,,,,,325,
'2433,,,,,83,
'2434,,,,,3,
'2436,,,,,6303,
'2438,,,,,56,
'2439,,,,,1060,
'2440,,,,,373,
'2441,,,,,2293,
'2442,,,,,2315,
'2443,,,,,29,
'2444,,,,,378,
'2449,,,,,10240,
'2450,,,,,145,
'2451,,,,,1686,
'2453,,,,,285,
'2454,,,,,7471,
'2455,,,,,2028,
'2457,,,,,10108,
'2458,,,,,5748,
'2459,,,,,55,
'2460,,,,,648,
'2461,,,,,4214,
'2462,,,,,2036,
'2464,,,,,886,
'2465,,,,,1308,
'2466,,,,,49,
'2467,,,,,404,
'2468,,,,,95,
'2471,,,,,154,
'2472,,,,,1650,
'2474,,,,,2612,
'2476,,,,,3036,
'2477,,,,,2049,
'2478,,,,,372,
'2480,,,,,847,
'2481,,,,,7106,
'2482,,,,,714,
'2483,,,,,184,
'2484,,,,,1073,
'2485,,,,,1148,
'2486,,,,,4345,
'2488,,,,,114,
'2489,,,,,3817,
'2491,,,,,154,
'2492,,,,,3118,
'2493,,,,,431,
'2495,,,,,989,
'2496,,,,,14,
'2497,,,,,1650,
'2498,,,,,39568,
'2501,,,,,542,
'2504,,,,,3128,
'2505,,,,,292,
'2506,,,,,74,
'2509,,,,,591,
'2511,,,,,2517,
'2514,,,,,253,
'2515,,,,,4288,
'2516,,,,,219,
'2520,,,,,1760,
'2524,,,,,188,
'2527,,,,,1346,
'2528,,,,,84,
'2530,,,,,700,
'2534,,,,,1124,
'2535,,,,,916,
'2536,,,,,306,
'2537,,,,,1313,
'2538,,,,,1177,
'2539,,,,,399,
