Ticker,名稱,差額(張數),差額(金額),賣出均價,成交量,賣出占比
'2388,威盛,-496,"-31,854",64.22,79731,0.62
'2455,全新,-399,"-58,119",145.66,6596,6.05
'3704,合勤控,-243,"-7,387",30.4,18248,1.33
'8215,明基材,"-1,017","-40,647",39.97,41094,2.47
