Ticker,名稱,差額(張數),差額(金額),賣出均價,成交量,賣出占比
'2376,技嘉,-364,"-50,819",139.61,41339,0.88
'2498,宏達電,"-2,293","-218,891",95.46,234358,0.98
'2610,華航,-351,"-8,971",25.56,501406,0.07
'2618,長榮航,-507,"-12,950",25.54,249646,0.2
