Ticker,名稱,差額(張數),差額(金額),賣出均價,成交量,賣出占比
'3016,嘉晶,-930,"-86,692",93.22,48085,1.93
'3231,緯創,"-2,473","-77,110",31.18,37507,6.59
'5475,德宏,"-2,469","-120,187",48.68,30282,8.15
'6226,光鼎,-232,"-2,980",12.84,29277,0.79
'8261,富鼎,-533,"-54,058",101.42,27573,1.93
