交易日期,代號,名稱,買均,買量,賣均,賣量,累計買均,累計買量,損益,進場手續費,出場手續費,交易稅,淨損益,餘量,餘累買量,餘買均
2022-05-18,'3481,群創,,,13.93,-133.0,-0.0,-133.0,,,,,,0.0,0.0,0.0
2022-05-30,'3481,群創,,,14.06,-148.0,-0.0,-281.0,0.0,0.0,0.0,0.0,0.0,,0.0,
2022-05-31,'3481,群創,13.96,118.0,,,-10.10601226993865,-163.0,,,,,,118.0,118.0,
