Ticker,名稱,差額(張數),差額(金額),賣出均價,成交量,賣出占比
'2603,長榮,"-1,543","-64,630",41.89,275842,0.56
'3231,緯創,"-1,222","-41,569",34.02,49565,2.47
'3444,利機,-422,"-16,712",39.6,2339,18.04
'8383,千附,-398,"-18,697",46.98,6426,6.19
